date,product_id,quantity_sold,revenue,orders,product_name,category
2026-05-09,P005,7,241.43,4,Desk Lamp,Home
2026-05-09,P006,4,92.46,2,Wireless Mouse,Electronics
2026-05-09,P007,7,206.93,3,Yoga Mat,Fitness
2026-05-09,P008,7,104.93,2,Water Bottle,Fitness
2026-05-10,P001,9,115.61,4,Everyday Coffee,Grocery
2026-05-10,P002,5,32.45,2,Organic Cereal,Grocery
2026-05-10,P003,6,105.39,3,Cotton T-Shirt,Apparel
2026-05-10,P004,15,1067.85,4,Running Shoes,Footwear
2026-05-10,P005,8,255.42000000000002,3,Desk Lamp,Home
2026-05-10,P006,6,148.69,3,Wireless Mouse,Electronics
2026-05-10,P007,10,272.9,4,Yoga Mat,Fitness
2026-05-10,P008,9,130.41,5,Water Bottle,Fitness
2026-05-11,P001,11,142.89000000000001,4,Everyday Coffee,Grocery
2026-05-11,P002,2,12.98,1,Organic Cereal,Grocery
2026-05-11,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-05-11,P004,6,455.94,4,Running Shoes,Footwear
2026-05-11,P005,7,237.93,3,Desk Lamp,Home
2026-05-11,P006,13,319.87,6,Wireless Mouse,Electronics
2026-05-12,P001,5,64.95,3,Everyday Coffee,Grocery
2026-05-12,P002,2,11.69,2,Organic Cereal,Grocery
2026-05-12,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-05-12,P004,6,463.93999999999994,3,Running Shoes,Footwear
2026-05-12,P005,14,463.62,4,Desk Lamp,Home
2026-05-12,P006,1,22.49,1,Wireless Mouse,Electronics
2026-05-12,P007,5,149.95,2,Yoga Mat,Fitness
2026-05-12,P008,12,179.88,5,Water Bottle,Fitness
2026-05-13,P001,7,83.13,3,Everyday Coffee,Grocery
2026-05-13,P002,7,44.14,5,Organic Cereal,Grocery
2026-05-13,P003,15,266.8,6,Cotton T-Shirt,Apparel
2026-05-13,P004,8,631.92,4,Running Shoes,Footwear
2026-05-13,P005,4,125.96,1,Desk Lamp,Home
2026-05-13,P006,8,198.67,4,Wireless Mouse,Electronics
2026-05-13,P007,2,55.48,2,Yoga Mat,Fitness
2026-05-13,P008,16,225.59,5,Water Bottle,Fitness
2026-05-14,P001,16,205.89000000000001,7,Everyday Coffee,Grocery
2026-05-14,P002,8,51.92,4,Organic Cereal,Grocery
2026-05-14,P003,12,221.23,5,Cotton T-Shirt,Apparel
2026-05-14,P004,7,535.93,4,Running Shoes,Footwear
2026-05-14,P005,11,383.14,4,Desk Lamp,Home
2026-05-14,P006,9,222.41,3,Wireless Mouse,Electronics
2026-05-14,P007,4,113.96,1,Yoga Mat,Fitness
2026-05-14,P008,10,144.65,4,Water Bottle,Fitness
2026-05-15,P001,5,64.3,4,Everyday Coffee,Grocery
2026-05-15,P002,10,60.36,6,Organic Cereal,Grocery
2026-05-15,P003,8,151.92,2,Cotton T-Shirt,Apparel
2026-05-15,P004,2,151.98,2,Running Shoes,Footwear
2026-05-15,P005,8,258.92,4,Desk Lamp,Home
2026-05-15,P006,11,263.64,5,Wireless Mouse,Electronics
2026-05-15,P007,15,434.84999999999997,6,Yoga Mat,Fitness
2026-05-15,P008,8,119.92,2,Water Bottle,Fitness
2026-05-16,P001,15,194.85,6,Everyday Coffee,Grocery
2026-05-16,P002,3,18.82,2,Organic Cereal,Grocery
2026-05-16,P003,15,271.55,6,Cotton T-Shirt,Apparel
2026-05-16,P004,15,1167.85,6,Running Shoes,Footwear
2026-05-16,P005,13,437.37,6,Desk Lamp,Home
2026-05-16,P006,9,202.41,2,Wireless Mouse,Electronics
2026-05-16,P007,9,269.90999999999997,3,Yoga Mat,Fitness
2026-05-16,P008,6,87.69,3,Water Bottle,Fitness
2026-05-17,P002,3,19.47,2,Organic Cereal,Grocery
2026-05-17,P003,4,75.96,1,Cotton T-Shirt,Apparel
2026-05-17,P004,3,239.96999999999997,3,Running Shoes,Footwear
2026-05-17,P005,9,302.66,5,Desk Lamp,Home
2026-05-17,P006,4,97.46,2,Wireless Mouse,Electronics
2026-05-17,P007,15,446.84999999999997,6,Yoga Mat,Fitness
2026-05-17,P008,9,134.91,3,Water Bottle,Fitness
2026-05-18,P001,3,38.97,2,Everyday Coffee,Grocery
2026-05-18,P003,10,180.39999999999998,5,Cotton T-Shirt,Apparel
2026-05-18,P004,8,559.92,4,Running Shoes,Footwear
2026-05-18,P005,3,104.97,2,Desk Lamp,Home
2026-05-18,P006,2,48.73,2,Wireless Mouse,Electronics
2026-05-18,P007,8,214.42,4,Yoga Mat,Fitness
2026-05-18,P008,7,102.67999999999999,5,Water Bottle,Fitness
2026-05-19,P001,1,12.34,1,Everyday Coffee,Grocery
2026-05-19,P002,6,37.64,2,Organic Cereal,Grocery
2026-05-19,P003,9,158.56,3,Cotton T-Shirt,Apparel
2026-05-19,P004,12,923.88,6,Running Shoes,Footwear
2026-05-19,P005,8,265.92,3,Desk Lamp,Home
2026-05-19,P006,2,46.23,2,Wireless Mouse,Electronics
2026-05-19,P007,3,88.47,2,Yoga Mat,Fitness
2026-05-19,P008,2,28.48,2,Water Bottle,Fitness
2026-05-20,P001,7,90.28,4,Everyday Coffee,Grocery
2026-05-20,P002,2,12.98,1,Organic Cereal,Grocery
2026-05-20,P003,7,129.13,5,Cotton T-Shirt,Apparel
2026-05-20,P004,6,455.94,3,Running Shoes,Footwear
2026-05-20,P005,12,393.63,6,Desk Lamp,Home
2026-05-20,P006,3,67.47,2,Wireless Mouse,Electronics
2026-05-20,P007,14,415.35999999999996,5,Yoga Mat,Fitness
2026-05-20,P008,4,57.71,2,Water Bottle,Fitness
2026-05-21,P001,1,11.69,1,Everyday Coffee,Grocery
2026-05-21,P002,3,18.5,3,Organic Cereal,Grocery
2026-05-21,P003,4,68.36,2,Cotton T-Shirt,Apparel
2026-05-21,P004,2,159.98,1,Running Shoes,Footwear
2026-05-21,P005,12,411.13,4,Desk Lamp,Home
2026-05-21,P006,10,239.89999999999998,6,Wireless Mouse,Electronics
2026-05-21,P007,4,118.46,4,Yoga Mat,Fitness
2026-05-21,P008,10,142.4,5,Water Bottle,Fitness
2026-05-22,P001,5,64.3,2,Everyday Coffee,Grocery
2026-05-22,P002,6,37.32,4,Organic Cereal,Grocery
2026-05-22,P003,4,70.25999999999999,2,Cotton T-Shirt,Apparel
2026-05-22,P004,9,663.91,6,Running Shoes,Footwear
2026-05-22,P005,10,344.65000000000003,6,Desk Lamp,Home
2026-05-22,P006,13,297.37,6,Wireless Mouse,Electronics
2026-05-22,P007,13,389.87,5,Yoga Mat,Fitness
2026-05-22,P008,6,84.69,3,Water Bottle,Fitness
2026-05-23,P001,16,200.69,8,Everyday Coffee,Grocery
2026-05-23,P002,19,120.71,9,Organic Cereal,Grocery
2026-05-23,P003,7,132.92999999999998,4,Cotton T-Shirt,Apparel
2026-05-23,P004,3,239.96999999999997,2,Running Shoes,Footwear
2026-05-23,P005,1,34.99,1,Desk Lamp,Home
2026-05-23,P006,1,24.99,1,Wireless Mouse,Electronics
2026-05-23,P007,9,251.91,3,Yoga Mat,Fitness
2026-05-23,P008,2,29.98,1,Water Bottle,Fitness
2026-05-24,P001,7,84.43,5,Everyday Coffee,Grocery
2026-05-24,P002,5,31.48,4,Organic Cereal,Grocery
2026-05-24,P003,12,225.98,5,Cotton T-Shirt,Apparel
2026-05-24,P004,5,399.95,3,Running Shoes,Footwear
2026-05-24,P005,8,264.17,5,Desk Lamp,Home
2026-05-24,P006,7,174.93,4,Wireless Mouse,Electronics
2026-05-24,P007,6,173.94,3,Yoga Mat,Fitness
2026-05-24,P008,5,71.2,4,Water Bottle,Fitness
2026-05-25,P001,14,177.96,5,Everyday Coffee,Grocery
2026-05-25,P002,11,70.09,3,Organic Cereal,Grocery
2026-05-25,P003,7,123.43,3,Cotton T-Shirt,Apparel
2026-05-25,P004,6,467.94,3,Running Shoes,Footwear
2026-05-25,P005,7,237.93,5,Desk Lamp,Home
2026-05-25,P006,8,198.67,3,Wireless Mouse,Electronics
2026-05-25,P007,1,28.49,1,Yoga Mat,Fitness
2026-05-25,P008,6,89.19,3,Water Bottle,Fitness
2026-05-26,P001,5,61.7,4,Everyday Coffee,Grocery
2026-05-26,P002,7,42.51,3,Organic Cereal,Grocery
2026-05-26,P003,5,90.19999999999999,2,Cotton T-Shirt,Apparel
2026-05-26,P004,5,391.95,2,Running Shoes,Footwear
2026-05-26,P005,1,34.99,1,Desk Lamp,Home
2026-05-26,P006,1,23.74,1,Wireless Mouse,Electronics
2026-05-26,P007,5,146.95,3,Yoga Mat,Fitness
2026-05-26,P008,9,123.66,5,Water Bottle,Fitness
2026-05-27,P001,3,37.67,2,Everyday Coffee,Grocery
2026-05-27,P002,1,6.17,1,Organic Cereal,Grocery
2026-05-27,P003,3,55.06999999999999,2,Cotton T-Shirt,Apparel
2026-05-27,P004,17,1267.84,6,Running Shoes,Footwear
2026-05-27,P005,6,192.45000000000002,2,Desk Lamp,Home
2026-05-27,P007,8,236.92,3,Yoga Mat,Fitness
2026-05-27,P008,14,194.86,7,Water Bottle,Fitness
2026-05-28,P001,6,77.29,4,Everyday Coffee,Grocery
2026-05-28,P002,2,12.33,1,Organic Cereal,Grocery
2026-05-28,P003,6,113.94,3,Cotton T-Shirt,Apparel
2026-05-28,P004,5,387.95,2,Running Shoes,Footwear
2026-05-28,P005,1,34.99,1,Desk Lamp,Home
2026-05-28,P006,12,296.13,5,Wireless Mouse,Electronics
2026-05-28,P007,8,233.92,4,Yoga Mat,Fitness
2026-05-28,P008,4,59.96,1,Water Bottle,Fitness
2026-05-29,P001,1,12.99,1,Everyday Coffee,Grocery
2026-05-29,P002,6,36.989999999999995,2,Organic Cereal,Grocery
2026-05-29,P003,3,53.17,2,Cotton T-Shirt,Apparel
2026-05-29,P004,7,531.93,5,Running Shoes,Footwear
2026-05-29,P005,4,134.71,2,Desk Lamp,Home
2026-05-29,P006,5,117.44999999999999,3,Wireless Mouse,Electronics
2026-05-29,P007,19,560.81,8,Yoga Mat,Fitness
2026-05-29,P008,3,43.47,3,Water Bottle,Fitness
2026-05-30,P001,9,107.81,6,Everyday Coffee,Grocery
2026-05-30,P002,20,126.22999999999999,8,Organic Cereal,Grocery
2026-05-30,P003,5,91.14999999999999,3,Cotton T-Shirt,Apparel
2026-05-30,P004,11,871.89,4,Running Shoes,Footwear
2026-05-30,P006,9,218.66,5,Wireless Mouse,Electronics
2026-05-30,P007,8,236.92,5,Yoga Mat,Fitness
2026-05-30,P008,8,119.92,2,Water Bottle,Fitness
2026-05-31,P001,11,136.39,5,Everyday Coffee,Grocery
2026-05-31,P002,3,18.5,3,Organic Cereal,Grocery
2026-05-31,P003,4,75.96,2,Cotton T-Shirt,Apparel
2026-05-31,P004,1,71.99,1,Running Shoes,Footwear
2026-05-31,P005,3,104.97,2,Desk Lamp,Home
2026-05-31,P006,2,46.23,2,Wireless Mouse,Electronics
2026-05-31,P007,8,215.92,2,Yoga Mat,Fitness
2026-05-31,P008,2,29.98,2,Water Bottle,Fitness
2026-06-01,P001,8,101.32000000000001,4,Everyday Coffee,Grocery
2026-06-01,P002,4,25.96,2,Organic Cereal,Grocery
2026-06-01,P003,13,236.42,6,Cotton T-Shirt,Apparel
2026-06-01,P004,6,479.94,1,Running Shoes,Footwear
2026-06-01,P005,11,374.39,5,Desk Lamp,Home
2026-06-01,P006,2,42.48,1,Wireless Mouse,Electronics
2026-06-01,P007,10,292.4,4,Yoga Mat,Fitness
2026-06-01,P008,5,63.71,1,Water Bottle,Fitness
2026-06-02,P001,11,132.49,6,Everyday Coffee,Grocery
2026-06-02,P003,4,75.96,1,Cotton T-Shirt,Apparel
2026-06-02,P004,16,1275.84,6,Running Shoes,Footwear
2026-06-02,P005,9,304.41,4,Desk Lamp,Home
2026-06-02,P006,8,189.92,5,Wireless Mouse,Electronics
2026-06-02,P008,7,104.93,1,Water Bottle,Fitness
2026-06-03,P001,5,64.95,3,Everyday Coffee,Grocery
2026-06-03,P002,2,12.98,1,Organic Cereal,Grocery
2026-06-03,P003,8,151.92,3,Cotton T-Shirt,Apparel
2026-06-03,P004,7,559.93,3,Running Shoes,Footwear
2026-06-03,P005,9,307.91,4,Desk Lamp,Home
2026-06-03,P007,5,149.95,2,Yoga Mat,Fitness
2026-06-03,P008,1,14.99,1,Water Bottle,Fitness
2026-06-04,P001,6,75.34,3,Everyday Coffee,Grocery
2026-06-04,P002,14,90.86,4,Organic Cereal,Grocery
2026-06-04,P003,4,73.11,2,Cotton T-Shirt,Apparel
2026-06-04,P004,7,547.93,3,Running Shoes,Footwear
2026-06-04,P005,8,258.93,4,Desk Lamp,Home
2026-06-04,P006,12,292.38,5,Wireless Mouse,Electronics
2026-06-04,P007,7,194.92999999999998,3,Yoga Mat,Fitness
2026-06-05,P001,3,35.07,1,Everyday Coffee,Grocery
2026-06-05,P002,4,25.310000000000002,2,Organic Cereal,Grocery
2026-06-05,P003,2,37.03,2,Cotton T-Shirt,Apparel
2026-06-05,P004,5,367.95,2,Running Shoes,Footwear
2026-06-05,P005,4,129.46,2,Desk Lamp,Home
2026-06-05,P006,7,166.17999999999998,3,Wireless Mouse,Electronics
2026-06-05,P007,5,143.95,4,Yoga Mat,Fitness
2026-06-05,P008,11,158.14,4,Water Bottle,Fitness
2026-06-06,P001,14,172.76,7,Everyday Coffee,Grocery
2026-06-06,P002,11,67.82000000000001,4,Organic Cereal,Grocery
2026-06-06,P003,3,56.019999999999996,2,Cotton T-Shirt,Apparel
2026-06-06,P004,2,147.98,2,Running Shoes,Footwear
2026-06-06,P005,14,451.37,4,Desk Lamp,Home
2026-06-06,P006,10,236.15,3,Wireless Mouse,Electronics
2026-06-06,P007,2,59.98,1,Yoga Mat,Fitness
2026-06-06,P008,4,58.46,3,Water Bottle,Fitness
2026-06-07,P002,1,6.49,1,Organic Cereal,Grocery
2026-06-07,P003,7,119.63000000000001,3,Cotton T-Shirt,Apparel
2026-06-07,P004,3,231.96999999999997,3,Running Shoes,Footwear
2026-06-07,P005,4,139.96,3,Desk Lamp,Home
2026-06-07,P006,5,124.94999999999999,3,Wireless Mouse,Electronics
2026-06-07,P007,3,86.97,2,Yoga Mat,Fitness
2026-06-07,P008,6,86.19,3,Water Bottle,Fitness
2026-06-08,P001,3,37.67,2,Everyday Coffee,Grocery
2026-06-08,P002,6,38.94,3,Organic Cereal,Grocery
2026-06-08,P003,9,167.10999999999999,4,Cotton T-Shirt,Apparel
2026-06-08,P004,1,71.99,1,Running Shoes,Footwear
2026-06-08,P005,10,339.40000000000003,3,Desk Lamp,Home
2026-06-08,P006,9,218.66,6,Wireless Mouse,Electronics
2026-06-08,P007,4,116.96,2,Yoga Mat,Fitness
2026-06-08,P008,4,56.96,2,Water Bottle,Fitness
2026-06-09,P002,16,100.59,6,Organic Cereal,Grocery
2026-06-09,P003,11,200.33999999999997,4,Cotton T-Shirt,Apparel
2026-06-09,P004,13,1023.87,5,Running Shoes,Footwear
2026-06-09,P005,10,349.9,3,Desk Lamp,Home
2026-06-09,P007,6,164.94,3,Yoga Mat,Fitness
2026-06-09,P008,5,74.95,2,Water Bottle,Fitness
2026-06-10,P001,8,102.62,5,Everyday Coffee,Grocery
2026-06-10,P002,19,122.01,5,Organic Cereal,Grocery
2026-06-10,P004,3,219.96999999999997,2,Running Shoes,Footwear
2026-06-10,P005,3,104.97,1,Desk Lamp,Home
2026-06-10,P006,1,24.99,1,Wireless Mouse,Electronics
2026-06-10,P007,9,256.40999999999997,4,Yoga Mat,Fitness
2026-06-10,P008,17,245.08,5,Water Bottle,Fitness
2026-06-11,P001,5,64.95,1,Everyday Coffee,Grocery
2026-06-11,P002,4,25.64,3,Organic Cereal,Grocery
2026-06-11,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-06-11,P004,4,319.96,2,Running Shoes,Footwear
2026-06-11,P005,11,358.65,3,Desk Lamp,Home
2026-06-11,P006,18,426.08,6,Wireless Mouse,Electronics
2026-06-11,P007,5,143.95,2,Yoga Mat,Fitness
2026-06-11,P008,5,74.95,1,Water Bottle,Fitness
2026-06-12,P001,10,127.30000000000001,5,Everyday Coffee,Grocery
2026-06-12,P002,12,76.91,7,Organic Cereal,Grocery
2026-06-12,P003,2,36.08,2,Cotton T-Shirt,Apparel
2026-06-12,P004,4,311.96,3,Running Shoes,Footwear
2026-06-12,P005,11,370.89,5,Desk Lamp,Home
2026-06-12,P006,11,263.64,5,Wireless Mouse,Electronics
2026-06-12,P007,3,89.97,2,Yoga Mat,Fitness
2026-06-12,P008,5,74.95,3,Water Bottle,Fitness
2026-06-13,P001,11,139.64000000000001,4,Everyday Coffee,Grocery
2026-06-13,P002,2,12.98,1,Organic Cereal,Grocery
2026-06-13,P003,1,17.09,1,Cotton T-Shirt,Apparel
2026-06-13,P004,3,231.96999999999997,2,Running Shoes,Footwear
2026-06-13,P005,1,34.99,1,Desk Lamp,Home
2026-06-13,P006,8,187.42,3,Wireless Mouse,Electronics
2026-06-13,P007,6,173.94,2,Yoga Mat,Fitness
2026-06-13,P008,12,175.38,6,Water Bottle,Fitness
2026-06-14,P001,7,88.33,3,Everyday Coffee,Grocery
2026-06-14,P002,10,63.93,4,Organic Cereal,Grocery
2026-06-14,P003,12,219.32999999999998,4,Cotton T-Shirt,Apparel
2026-06-14,P004,4,319.96,2,Running Shoes,Footwear
2026-06-14,P006,1,24.99,1,Wireless Mouse,Electronics
2026-06-14,P007,8,227.92,3,Yoga Mat,Fitness
2026-06-14,P008,9,122.91,3,Water Bottle,Fitness
2026-06-15,P001,4,51.31,3,Everyday Coffee,Grocery
2026-06-15,P002,8,49.65,4,Organic Cereal,Grocery
2026-06-15,P003,3,56.019999999999996,2,Cotton T-Shirt,Apparel
2026-06-15,P004,9,707.91,4,Running Shoes,Footwear
2026-06-15,P005,7,241.43000000000004,3,Desk Lamp,Home
2026-06-15,P006,2,49.98,1,Wireless Mouse,Electronics
2026-06-15,P007,1,26.99,1,Yoga Mat,Fitness
2026-06-15,P008,13,184.37,5,Water Bottle,Fitness
2026-06-16,P001,8,97.42,4,Everyday Coffee,Grocery
2026-06-16,P002,3,19.47,1,Organic Cereal,Grocery
2026-06-16,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-06-16,P004,16,1239.84,4,Running Shoes,Footwear
2026-06-16,P005,2,59.48,1,Desk Lamp,Home
2026-06-16,P006,10,227.41,3,Wireless Mouse,Electronics
2026-06-16,P007,1,29.99,1,Yoga Mat,Fitness
2026-06-16,P008,13,193.37,4,Water Bottle,Fitness
2026-06-17,P001,10,129.9,3,Everyday Coffee,Grocery
2026-06-17,P002,4,24.66,2,Organic Cereal,Grocery
2026-06-17,P003,9,163.31,4,Cotton T-Shirt,Apparel
2026-06-17,P004,4,319.96,2,Running Shoes,Footwear
2026-06-17,P005,6,190.69,3,Desk Lamp,Home
2026-06-17,P006,4,98.71,2,Wireless Mouse,Electronics
2026-06-17,P007,7,208.43,4,Yoga Mat,Fitness
2026-06-18,P001,6,71.44,2,Everyday Coffee,Grocery
2026-06-18,P002,6,36.99,3,Organic Cereal,Grocery
2026-06-18,P003,2,37.98,2,Cotton T-Shirt,Apparel
2026-06-18,P004,5,399.95,3,Running Shoes,Footwear
2026-06-18,P005,1,34.99,1,Desk Lamp,Home
2026-06-18,P006,8,193.67,4,Wireless Mouse,Electronics
2026-06-18,P007,4,116.96,2,Yoga Mat,Fitness
2026-06-18,P008,2,29.98,2,Water Bottle,Fitness
2026-06-19,P001,4,51.96,2,Everyday Coffee,Grocery
2026-06-19,P002,1,6.49,1,Organic Cereal,Grocery
2026-06-19,P003,12,220.28,5,Cotton T-Shirt,Apparel
2026-06-19,P004,6,479.94,4,Running Shoes,Footwear
2026-06-19,P005,4,129.46,2,Desk Lamp,Home
2026-06-19,P006,14,342.36,5,Wireless Mouse,Electronics
2026-06-19,P007,10,283.4,4,Yoga Mat,Fitness
2026-06-19,P008,9,127.41,4,Water Bottle,Fitness
2026-06-20,P001,6,74.69,5,Everyday Coffee,Grocery
2026-06-20,P002,7,44.78,3,Organic Cereal,Grocery
2026-06-20,P003,4,72.16,2,Cotton T-Shirt,Apparel
2026-06-20,P004,10,799.9,2,Running Shoes,Footwear
2026-06-20,P005,4,138.21,2,Desk Lamp,Home
2026-06-20,P006,8,198.67000000000002,3,Wireless Mouse,Electronics
2026-06-20,P007,9,269.90999999999997,4,Yoga Mat,Fitness
2026-06-20,P008,9,134.91,4,Water Bottle,Fitness
2026-06-21,P001,7,90.92999999999999,2,Everyday Coffee,Grocery
2026-06-21,P002,21,132.72,6,Organic Cereal,Grocery
2026-06-21,P003,5,93.05,3,Cotton T-Shirt,Apparel
2026-06-21,P004,13,1031.87,6,Running Shoes,Footwear
2026-06-21,P005,2,69.98,2,Desk Lamp,Home
2026-06-21,P006,5,119.94999999999999,2,Wireless Mouse,Electronics
2026-06-21,P007,1,29.99,1,Yoga Mat,Fitness
2026-06-21,P008,3,44.22,2,Water Bottle,Fitness
2026-06-22,P001,2,25.98,1,Everyday Coffee,Grocery
2026-06-22,P003,12,217.42999999999998,5,Cotton T-Shirt,Apparel
2026-06-22,P004,9,719.91,4,Running Shoes,Footwear
2026-06-22,P005,3,104.97,2,Desk Lamp,Home
2026-06-22,P006,5,119.94999999999999,2,Wireless Mouse,Electronics
2026-06-22,P007,5,149.95,1,Yoga Mat,Fitness
2026-06-22,P008,3,44.97,2,Water Bottle,Fitness
2026-06-23,P001,8,100.67,3,Everyday Coffee,Grocery
2026-06-23,P002,19,118.77,7,Organic Cereal,Grocery
2026-06-23,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-06-23,P004,13,983.87,5,Running Shoes,Footwear
2026-06-23,P005,3,104.97,2,Desk Lamp,Home
2026-06-23,P006,6,142.44,3,Wireless Mouse,Electronics
2026-06-23,P007,12,353.88,5,Yoga Mat,Fitness
2026-06-23,P008,9,132.66,6,Water Bottle,Fitness
